Date,pm2_5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,hour,day,month,weekday,year,pm2_5_roll_mean_7,pm2_5_roll_std_7,pm10_roll_mean_7,pm10_roll_std_7,no2_roll_mean_7,no2_roll_std_7,so2_roll_mean_7,so2_roll_std_7,co_roll_mean_7,co_roll_std_7,o3_roll_mean_7,o3_roll_std_7,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm10_lag1,pm10_lag2,pm10_lag3,no2_lag1,no2_lag2,no2_lag3,so2_lag1,so2_lag2,so2_lag3,co_lag1,co_lag2,co_lag3,o3_lag1,o3_lag2,o3_lag3,aqi_bucket_encoded
2015-01-04,-1.5542855178764752,0.6753571706412601,1.6769325945628906,-1.1608524663671445,1.3030057204931247,-0.8329643862223417,-0.86914514329819,0.01838764825813588,-0.35608529663324445,-0.40735818825285974,-0.32374536802788345,-1.5310384439108107,-1.1565084740888578,0.0,-1.335065006071094,-1.6035410299765909,1.4997605001785193,-1.5688608548777567,-0.036823148078605025,1.9373243690014583,-1.3237013263394957,-0.17953439296250695,-0.21472878933049674,0.9589404673956289,-1.0837242539204934,-0.5726665337298689,-2.1252449245037317,-0.3190432844380285,-2.1483633620470854,-1.7884972063064923,1.5579817511182281,0.6433239478953947,-0.7027661559055266,-1.597926022119934,-0.7158382289238385,-0.32161934760705607,0.6187327723367176,1.2112526120301226,-0.9898732243404185,-0.6936483048410788,-1.4640833765370613,0.5068273413502857,-1.7100257798543619,0.4521980954408726,-1.0762413151702626,-1.0193026083274483,-1.5853981365982492,-0.29760427676198753,-0.8893404356292909
2015-01-05,0.42269985587291836,-0.8165037699342609,0.7283282535956939,0.7130719182717551,-1.6348556136190628,-1.408666966951974,-0.3250648390377248,-1.6555080238444797,0.010235971819920715,0.5742212820003845,-1.579948344994537,-0.19620381520013885,1.010895880136548,0.0,-1.2213722020730657,-1.6035410299765909,-1.4992127425086221,-1.5688608548777567,0.19469326804756149,1.1275118222506957,-1.500120431178529,-0.713472696342273,0.21093947093969234,0.4789623265958625,-1.7456042992297667,-0.23317209927346577,-1.8722897212283267,-0.754311421878602,-1.7131711973311057,-1.6211581531419341,-1.5541150822095025,1.5576906284230576,0.6432662997742791,0.6753572799414559,-1.5975656795416098,-0.7161886925426035,-1.1608689664489569,0.6181413612282659,1.2118937366600695,0.018830125505857626,-0.6928469199861331,-1.4650293018773581,-0.8681939481189899,-1.7102861722562968,0.4521687763151035,-0.35609832134410235,-1.0193878690943612,-1.5863635730856576,0.2741336109825053
2015-01-06,0.9719407995786163,-1.1874529767800661,1.1974562185831077,1.2900190810300374,-0.5627647731651103,1.442101234010423,-1.3196574971444353,1.1838893868915685,1.3331592256650011,-1.4198806190394813,-0.7238692792098547,1.6533485366637486,0.7568488058615727,0.0,-1.1076793980750372,-1.6035410299765909,-0.9993838687274319,-1.5688608548777567,0.5920330832746041,0.8027858617421907,-1.784861593034057,-0.9205279903875475,0.752699074919933,0.5059265175612793,-0.9307237811259315,0.6882760858676161,-2.143641666560125,-0.9606535068188057,-0.8412598778475111,0.07608119805879672,0.42240123050872114,-1.554822011923613,1.557778659657311,-0.8163588974943181,0.6755749132659303,-1.598065578814608,0.7133678842565783,-1.161192391177304,0.6187552576484077,-1.6551483224937407,0.019595725975710795,-0.6935836326847886,-0.32429436959037516,-0.8681648949319183,-1.7104795163988837,0.01022655968596563,-0.3561488439824428,-1.020143181439409,-0.3076034123233928
2015-01-07,0.20765686764411484,0.7104936638362819,1.121567871305732,1.3569449519099974,0.5730420603907566,0.040993748379269175,-1.3265884564343775,-1.181698711699731,-0.2692793088481342,-0.6428684989791198,-1.4996909325772232,-1.6339819885414542,0.8264507440191001,0.0,-0.993986594077009,-1.6035410299765909,-0.4995549949462417,-1.5688608548777567,0.5860172392246683,0.3261850135236386,-1.2553002738391756,-0.4527002241486783,1.1653208794208028,0.4365616615877497,-1.2456861829787365,0.4442934725866691,-2.340092590662322,-1.1491458050339967,-0.8224997143559948,-0.3432224349240834,0.9715118608965584,0.4219583829873871,-1.5552298745628788,-1.1872721091810512,-0.816047619131214,0.6754602671132838,1.2904112496215834,0.7127622222511301,-1.1606601793865778,1.1843894994229331,-1.654298646089981,0.019052276972921136,-1.3185566564547857,-0.32407830834785495,-0.8682943639477637,1.333162859898818,0.010195224862098316,-0.3566579372404305,-0.3076034123233928
2015-01-08,0.4396212713401027,0.3303283276278479,1.0525784646899359,-0.699294736160519,0.39158999307878284,0.8247815992521423,0.6348730226192743,1.2011816975537855,-1.248450851064178,1.273876000727303,0.5916543938913351,-0.09669172205718385,-0.14519231265998367,0.0,-0.8802937900789806,-1.6035410299765909,0.00027387883494851855,-1.5688608548777567,1.0188906399733269,-0.06533337515433167,-1.0034954236591416,-0.21491303713168333,1.276768569382452,0.13878520172812586,-0.9820882255641058,1.0701594991034822,-1.6909504066724526,-0.2791742199971286,-1.1811242350542763,-0.02148195051940703,0.20740926354044073,0.9711423800043872,0.4218654663099214,0.7104903636571245,-1.1869375461056393,-0.8164150662926549,1.3573482800039234,1.289718691902742,0.7133804624712796,-1.1813155799814574,1.1850965594181448,-1.6552961709607272,-1.3254853135061055,-1.318682450702162,-0.324166508248892,-0.26929147749811466,1.3332008194570766,0.009822132199319246,1.4376076575943015
2015-01-09,-0.1836508650345276,-1.1206360389010082,-0.4876100380077128,0.5699890219077011,-1.2636406972861698,-0.1254744677353235,1.494311974572111,0.23281230046962806,0.31405692906780663,-0.23029569186742335,1.5279908720933315,0.634207444820382,-1.3778426374297954,0.0,-0.7666009860809523,-1.6035410299765909,0.5001027526161388,-1.5688608548777567,0.7049972659900506,-0.0009945463435149606,-1.159650021562308,-0.04248375330131051,1.0308760470861122,-0.10730155404251165,-0.338174807202994,0.6371635952682807,-1.2954204524600013,0.9116643542237953,-0.46518404227340227,-0.5633113633786557,0.4393186311881922,0.2069376909589081,0.9711369607963376,0.33036191689742916,0.7107057914420791,-1.1873678518962938,-0.699234274156953,1.3566456423823283,1.290363418708305,1.201682665208053,-1.1804897019308904,1.1848692748110192,0.6353246320174355,-1.3256134900217043,-1.318846091596511,-1.248472676080856,-0.2693374532609875,1.3333188758632502,0.8558706342884035
2015-01-10,0.4509022149848926,-0.5094914605416924,-0.5669478556158782,0.5561422900015024,-1.3010392149764238,0.803973072237818,-0.5572519752507896,-1.337329507659685,-1.672064071455516,1.0624324370825584,-0.23767220108757586,1.344517902771819,-1.5427992308631353,0.0,-0.6529081820829239,-1.6035410299765909,0.999931626397329,-1.5688608548777567,0.284957665881255,-0.8066911911346613,-0.739233796438398,-0.708482202122505,1.0069943992371881,-0.11836601698489044,-0.5821012752583237,1.0152096179516783,-0.857840802118652,0.32394044260084875,-0.7112475820225863,0.07604366280705309,-0.1838056271723318,0.43887804399946395,0.20681051660728086,-1.1204616549020745,0.3306012078968608,0.7105970992900258,0.570261129646057,-0.6996272154560148,1.3572934416317994,0.23326538124134344,1.2023888566502283,-1.1813586970621532,1.494478106381107,0.635870637408741,-1.325777656637261,0.31405051314692256,-1.248569940599003,-0.2698143188897789,0.8558706342884035
2015-01-11,1.3188298166558992,1.1390436791985166,0.6006978513564709,0.4130593936374485,0.22121896804540261,-0.1670915217639715,1.6953097939804358,1.0178832045342843,0.3296820068691266,-1.6003812221508484,-1.5787851940899382,0.8469574370570444,1.3825702298977445,0.0,-0.5392153780848955,-1.6035410299765909,1.4997605001785193,-1.5688608548777567,1.3744938660361532,-2.318361456257601,-0.560167626478213,-0.23391395071855983,1.6102271337915144,-1.474151657894293,-0.203097246935795,1.4484999010902397,0.11455842086212446,1.2836269309185366,-0.4527499804243736,0.19066093420401597,0.4505968983078399,-0.18432946994537325,0.4387878230078339,-0.5093763791262613,-1.1201312859673889,0.33042809541052015,0.5564120888772971,0.5696770177775303,-0.6990738143969577,-1.336954072047536,0.23402021165354744,1.2021662629095073,-0.5564043808095929,1.4953195130319747,0.6358552498949771,-1.6720900740492757,0.31403509238719174,-1.2494103338851292,0.2741336109825053
2015-01-12,-1.3667398297818465,-0.3366890349924042,1.2923166526798273,0.9807754017915981,0.4082115564966734,0.4779728156800746,-1.6904638191563448,1.4121478876328344,1.5814243507304167,-0.1821621977043922,0.17059376642658672,-1.5138811864723702,1.505069641054993,0.0,-0.42552257408686717,-1.6035410299765909,-1.4992127425086221,-1.5688608548777567,0.6959066572034825,-0.5172921587204554,-0.374873067997676,-0.40016867718881416,1.7128297689943013,-1.4016196483967882,0.9601434905108567,0.9177264196640993,-0.403178462724938,2.040848073169541,0.13950401817406646,1.1642308777174695,1.318318574825719,0.4501578180075155,-0.18451898203195025,1.138998794549872,-0.5090843721166667,-1.1205502693962595,0.41330533426677585,0.5558300625058917,0.5702886893244974,1.018375107885783,-1.3361203770196426,0.23353492939417372,1.695409160869385,-0.5562681255525189,1.4953693149479719,0.32967574503920044,-1.6722095273197046,0.31377479642659994,1.4376076575943015
2015-01-13,-1.6706202492133688,0.640220677446238,1.4061491735958909,-0.9762293742844943,-0.1596918602812601,0.45022811299430904,1.5636215674715337,-1.299286424202807,-1.3022705634909464,-1.1981227352169446,0.32645598764281963,1.3822638691363887,0.09563039336506159,0.0,-0.31182977008883883,-1.6035410299765909,-0.9993838687274319,-1.5688608548777567,-0.30619927609236197,0.40276145460421453,0.33093681682675236,-0.8484202473516979,0.844245391674145,-0.6354162749996672,0.018534866512326748,1.3156483106165227,0.6901136366264218,2.148851895841659,-0.8539120811324871,0.8934258726399821,-1.366613891345363,1.3179954307519663,0.4500693941397759,-0.33659072150821795,1.1391873219839617,-0.5093997949778422,0.9811160057859407,0.41274485803229205,0.5564410983748089,1.412659287786515,1.0190905059901423,-1.3370315899485463,-1.6892398087004021,1.6963196532986988,-0.5563739371140156,1.581430433298343,0.32966114271705377,-1.6732071914363091,-0.3076034123233928
